Candidate_ID,Name,Age,Age_Range,Gender,Employment_Status_at_time_of_offer,Location,Role,Source,Applied_Date,Current_Status,Offer_Date,Promised_Joining,Join_Date,Joining_Gap,Action_Needed
TFB0SGP,Ivan Thomas Smith,44,Aging,Male,Employed,Singapore,Manager,Internal,23-05-2025,Accepted,08-06-2025,Immediately,,,Send reminder
MX15HYD,James Louise Smith,37,Middle Aged,Non-Binary,Unemployed,Hyderabad,Manager,Campus,13-05-2025,Interviewed,,,,,Await Decision
EEC3LON,Ava Scott Robinson,41,Aging,Non-Binary,Unemployed,London,Analyst,Referral,04-05-2025,Joined,16-05-2025,Immediately,30-05-2025,,No Action
0HZTSGP,Frank Elizabeth Rodriguez,30,Middle Aged,Female,Employed,Singapore,Manager,Job Portal,17-05-2025,Accepted,02-06-2025,30 Days,,,Send reminder
IAX4HYD,Ivan Marie Rodriguez,36,Middle Aged,Female,Unemployed,Hyderabad,Engineer,Job Portal,21-05-2025,Interviewed,,,,,Await Decision
ANXYHYD,Grace Beth Williams,42,Aging,Male,Employed,Hyderabad,Manager,Referral,18-05-2025,Accepted,07-06-2025,30 Days,,,Send reminder
Z5TCSGP,Daniel Victoria Harris,33,Middle Aged,Female,Employed,Singapore,Designer,Internal,26-04-2025,Accepted,10-05-2025,30 Days,,10,Send reminder
WUALLON,Olivia Louise Harris,36,Middle Aged,Male,Employed,London,Analyst,Campus,21-05-2025,Accepted,03-06-2025,15 Days,,,Send reminder
IROUHYD,William Williams,40,Middle Aged,Female,Unemployed,Hyderabad,Engineer,Campus,12-05-2025,Accepted,28-05-2025,Immediately,,,Send reminder
IBMDLON,Alice Mae Wilson,28,Young,Female,Unemployed,London,Designer,Job Portal,02-05-2025,Offered,17-05-2025,30 Days,,,Follow up
G7L0SGP,William Drew Williams,35,Middle Aged,Male,Unemployed,Singapore,Designer,Referral,04-05-2025,Accepted,17-05-2025,Immediately,,,Send reminder
8GCMHYD,James Beth Martinez,26,Young,Female,Employed,Hyderabad,Engineer,Referral,19-05-2025,Interviewed,,,,,Await Decision
A6KNSGP,James Grace Williams,43,Aging,Male,Unemployed,Singapore,Engineer,Campus,21-05-2025,Accepted,08-06-2025,Immediately,,,Send reminder
XMTMHYD,Olivia Scott Davis,34,Middle Aged,Non-Binary,Unemployed,Hyderabad,Designer,Job Portal,07-05-2025,Offered,22-05-2025,30 Days,,,Follow up
ESMGNYC,David Lynn Clark,22,Young,Male,Employed,New York,Engineer,Job Portal,26-04-2025,Joined,12-05-2025,15 Days,22-05-2025,,No Action
N3VXSGP,Sophia Ann Wilson,38,Middle Aged,Female,Employed,Singapore,Analyst,Internal,06-05-2025,Offered,25-05-2025,Immediately,,7,Follow up
WW6BLON,James Elizabeth Brown,30,Middle Aged,Non-Binary,Employed,London,Designer,Campus,20-05-2025,Offered,02-06-2025,30 Days,,,Follow up
O0FASGP,Daniel Lee Jackson,39,Middle Aged,Female,Employed,Singapore,Engineer,Referral,26-04-2025,Offered,10-05-2025,30 Days,,,Follow up
LGFDNYC,Grace Dean Rodriguez,31,Middle Aged,Female,Employed,New York,Designer,Referral,06-05-2025,Accepted,19-05-2025,30 Days,,,Send reminder
SHN9LON,Olivia Ray Taylor,40,Middle Aged,Female,Employed,London,Engineer,Job Portal,22-05-2025,Accepted,08-06-2025,Immediately,,,Send reminder
AMMZNYC,Emily Rose Smith,29,Young,Female,Unemployed,New York,Engineer,Job Portal,12-05-2025,Accepted,01-06-2025,15 Days,,,Send reminder
SSJYHYD,David Drew Moore,31,Middle Aged,Female,Employed,Hyderabad,Analyst,Campus,07-05-2025,Offered,23-05-2025,15 Days,,12,Follow up
DATGSGP,Sarah Jane Wilson,28,Young,Male,Employed,Singapore,Engineer,Job Portal,11-05-2025,Accepted,26-05-2025,Immediately,,,Send reminder
VR1YLON,Olivia Ann Thompson,29,Young,Female,Employed,London,Analyst,Internal,02-05-2025,Joined,21-05-2025,15 Days,28-05-2025,,No Action
KLJ3HYD,Frank Elizabeth Rodriguez,34,Middle Aged,Male,Unemployed,Hyderabad,Manager,Job Portal,01-05-2025,Offered,20-05-2025,15 Days,,,Follow up
IGLGLON,Sophia Scott Martin,25,Young,Female,Unemployed,London,Designer,Campus,18-05-2025,Offered,07-06-2025,Immediately,,11,Follow up
ZNEHSGP,Sarah Dean Miller,40,Middle Aged,Male,Unemployed,Singapore,Engineer,Campus,22-05-2025,Offered,11-06-2025,Immediately,,8,Follow up
CRYEHYD,Heidi Lynn Davis,35,Middle Aged,Male,Employed,Hyderabad,Analyst,Internal,30-04-2025,Interviewed,,,,,Await Decision
M0JDSGP,Grace Lee Jones,25,Young,Male,Employed,Singapore,Manager,Referral,07-05-2025,Offered,24-05-2025,15 Days,,,Follow up
Y1NSHYD,Ava Harris,44,Aging,Female,Employed,Hyderabad,Analyst,Internal,03-05-2025,Joined,19-05-2025,Immediately,31-05-2025,,No Action
5OT1SGP,Heidi Jane Clark,25,Young,Female,Employed,Singapore,Analyst,Campus,21-05-2025,Offered,03-06-2025,Immediately,,,Follow up
LXBBSGP,Diana Louise Rodriguez,40,Middle Aged,Male,Unemployed,Singapore,Analyst,Job Portal,30-04-2025,Accepted,11-05-2025,30 Days,,,Send reminder
FPCVSGP,Frank Dean Harris,25,Young,Female,Unemployed,Singapore,Designer,Job Portal,07-05-2025,Accepted,24-05-2025,15 Days,,,Send reminder
KXOALON,Grace Elizabeth Clark,34,Middle Aged,Female,Employed,London,Manager,Internal,06-05-2025,Joined,24-05-2025,30 Days,04-06-2025,14,No Action
ICSDHYD,James Ann Taylor,28,Young,Female,Employed,Hyderabad,Analyst,Job Portal,26-04-2025,Joined,12-05-2025,Immediately,20-05-2025,,No Action
GARDSGP,Ivan Victoria Davis,39,Middle Aged,Female,Unemployed,Singapore,Designer,Internal,27-04-2025,Offered,13-05-2025,Immediately,,,Follow up
UMTGHYD,Frank Sue Jones,39,Middle Aged,Female,Unemployed,Hyderabad,Designer,Internal,17-05-2025,Interviewed,,,,,Await Decision
FIIGSGP,Ivan Beth Martin,29,Young,Male,Unemployed,Singapore,Designer,Internal,05-05-2025,Interviewed,,,,,Await Decision
RZCVNYC,Ivan William Moore,39,Middle Aged,Female,Employed,New York,Manager,Campus,27-04-2025,Accepted,14-05-2025,30 Days,,,Send reminder
5UM3NYC,James Dean Jones,29,Young,Non-Binary,Employed,New York,Engineer,Campus,07-05-2025,Offered,25-05-2025,30 Days,,,Follow up
FNE5SGP,Ava Rose Davis,42,Aging,Female,Employed,Singapore,Engineer,Referral,16-05-2025,Interviewed,,,,,Await Decision
OZQLNYC,James Jackson,43,Aging,Male,Employed,New York,Analyst,Campus,05-05-2025,Joined,25-05-2025,15 Days,08-06-2025,,No Action
SWY2SGP,Bob Garcia,37,Middle Aged,Female,Unemployed,Singapore,Manager,Internal,07-05-2025,Accepted,24-05-2025,15 Days,,,Send reminder
NNSWLON,David Marie Jones,23,Young,Male,Employed,London,Engineer,Internal,06-05-2025,Accepted,19-05-2025,15 Days,,,Send reminder
CVGYSGP,Diana Grace Rodriguez,40,Middle Aged,Non-Binary,Employed,Singapore,Engineer,Referral,29-04-2025,Offered,18-05-2025,Immediately,,,Follow up
CY2FSGP,Sophia Lynn Williams,24,Young,Female,Employed,Singapore,Engineer,Internal,09-05-2025,Offered,28-05-2025,15 Days,,,Follow up
068ULON,Olivia Scott Clark,33,Middle Aged,Non-Binary,Unemployed,London,Engineer,Campus,14-05-2025,Interviewed,,,,,Await Decision
8X68HYD,Grace Scott Smith,30,Middle Aged,Female,Employed,Hyderabad,Manager,Internal,30-04-2025,Offered,18-05-2025,30 Days,,14,Follow up
9RI0HYD,Michael Beth Thompson,37,Middle Aged,Male,Unemployed,Hyderabad,Engineer,Job Portal,18-05-2025,Offered,31-05-2025,Immediately,,,Follow up
QGSINYC,Diana Drew Davis,33,Middle Aged,Male,Employed,New York,Manager,Referral,28-04-2025,Offered,12-05-2025,Immediately,,15,Follow up
KE1HLON,David Ray Harris,42,Aging,Female,Employed,London,Engineer,Internal,21-05-2025,Accepted,05-06-2025,Immediately,,,Send reminder
PE98NYC,William Beth Martinez,23,Young,Male,Unemployed,New York,Analyst,Campus,19-05-2025,Accepted,31-05-2025,15 Days,,,Send reminder
JKJUNYC,Eve Marie Jones,25,Young,Female,Student,New York,Analyst,Job Portal,26-04-2025,Offered,12-05-2025,30 Days,,,Follow up
XIQULON,Daniel Ann Taylor,39,Middle Aged,Female,Employed,London,Manager,Job Portal,27-04-2025,Accepted,09-05-2025,Immediately,,8,Send reminder
ZM9ZNYC,Heidi Louise Clark,22,Young,Male,Employed,New York,Designer,Job Portal,11-05-2025,Offered,28-05-2025,15 Days,,,Follow up
VTHPNYC,Eve Lee Martinez,40,Middle Aged,Female,Employed,New York,Analyst,Referral,17-05-2025,Joined,02-06-2025,Immediately,16-06-2025,7,No Action
KDYOSGP,Alice Dean Clark,26,Young,Female,Employed,Singapore,Engineer,Referral,06-05-2025,Interviewed,,,,,Await Decision
B3RCLON,Eve Drew Smith,30,Middle Aged,Female,Unemployed,London,Engineer,Campus,15-05-2025,Joined,03-06-2025,30 Days,18-06-2025,,No Action
4HVEHYD,Michael Louise Miller,44,Aging,Male,Unemployed,Hyderabad,Manager,Campus,13-05-2025,Interviewed,,,,,Await Decision
1SAYNYC,Charlie Ann Garcia,29,Young,Non-Binary,Employed,New York,Analyst,Job Portal,28-04-2025,Accepted,18-05-2025,Immediately,,12,Send reminder
MS69LON,Olivia Drew Clark,26,Young,Female,Employed,London,Manager,Campus,05-05-2025,Interviewed,,,,,Await Decision
TUAILON,Daniel Ann Smith,27,Young,Female,Employed,London,Analyst,Referral,20-05-2025,Joined,31-05-2025,30 Days,08-06-2025,14,No Action
KW0FHYD,Olivia Lynn Clark,24,Young,Female,Employed,Hyderabad,Analyst,Campus,23-05-2025,Accepted,03-06-2025,15 Days,,,Send reminder
KD97SGP,Eve Lee Anderson,29,Young,Non-Binary,Employed,Singapore,Engineer,Referral,10-05-2025,Joined,25-05-2025,30 Days,01-06-2025,,No Action
1DLNNYC,Michael Ray Smith,31,Middle Aged,Female,Unemployed,New York,Manager,Job Portal,22-05-2025,Interviewed,,,,12,Await Decision
Y6WYSGP,Sophia Jane Smith,44,Aging,Male,Employed,Singapore,Analyst,Job Portal,28-04-2025,Offered,15-05-2025,Immediately,,,Follow up
FQ5CLON,Judy William Harris,45,Aging,Male,Unemployed,London,Designer,Internal,11-05-2025,Interviewed,,,,,Await Decision
6R8YHYD,William Dean White,45,Aging,Male,Unemployed,Hyderabad,Manager,Job Portal,23-05-2025,Joined,03-06-2025,15 Days,15-06-2025,,No Action
N0Y5NYC,Eve Lee Garcia,30,Middle Aged,Female,Employed,New York,Manager,Referral,05-05-2025,Offered,21-05-2025,30 Days,,,Follow up
24I6NYC,Grace Jane Harris,32,Middle Aged,Male,Employed,New York,Designer,Referral,07-05-2025,Joined,19-05-2025,Immediately,02-06-2025,,No Action
0IQ9SGP,James Thomas Moore,33,Middle Aged,Male,Employed,Singapore,Analyst,Referral,25-04-2025,Accepted,05-05-2025,Immediately,,,Send reminder
13OZLON,Alice William Rodriguez,32,Middle Aged,Female,Employed,London,Manager,Internal,27-04-2025,Offered,16-05-2025,30 Days,,,Follow up
LBOASGP,Frank Lynn Garcia,39,Middle Aged,Female,Unemployed,Singapore,Analyst,Referral,28-04-2025,Joined,15-05-2025,Immediately,27-05-2025,,No Action
20YVNYC,Charlie Marie Garcia,40,Middle Aged,Male,Unemployed,New York,Analyst,Internal,23-05-2025,Interviewed,,,,11,Await Decision
O4YNSGP,Emily Louise Thompson,28,Young,Male,Employed,Singapore,Manager,Job Portal,10-05-2025,Accepted,28-05-2025,30 Days,,9,Send reminder
2K8BSGP,Heidi Jane Clark,27,Young,Female,Unemployed,Singapore,Manager,Internal,29-04-2025,Accepted,15-05-2025,Immediately,,,Send reminder
U19NLON,Emily Jane Jackson,25,Young,Male,Employed,London,Engineer,Referral,17-05-2025,Offered,03-06-2025,Immediately,,,Follow up
T4EHHYD,Frank Beth Taylor,32,Middle Aged,Female,Unemployed,Hyderabad,Engineer,Job Portal,08-05-2025,Interviewed,,,,13,Await Decision
3JWTSGP,Michael Lynn Jackson,42,Aging,Male,Unemployed,Singapore,Analyst,Internal,20-05-2025,Accepted,01-06-2025,30 Days,,,Send reminder
7IRBSGP,James Rose Taylor,43,Aging,Female,Employed,Singapore,Analyst,Campus,22-05-2025,Interviewed,,,,,Await Decision
2KS9SGP,Ava Grace Clark,24,Young,Male,Employed,Singapore,Engineer,Referral,21-05-2025,Interviewed,,,,,Await Decision
AQG9LON,Daniel Dean Robinson,43,Aging,Female,Unemployed,London,Manager,Campus,05-05-2025,Joined,17-05-2025,Immediately,28-05-2025,,No Action
9L16LON,James Grace Jones,33,Middle Aged,Female,Employed,London,Designer,Referral,03-05-2025,Joined,13-05-2025,Immediately,22-05-2025,,No Action
KBDWSGP,Heidi Victoria Jones,31,Middle Aged,Female,Employed,Singapore,Engineer,Job Portal,22-05-2025,Accepted,06-06-2025,30 Days,,,Send reminder
85HKLON,Ivan Lynn Brown,26,Young,Female,Employed,London,Analyst,Job Portal,16-05-2025,Interviewed,,,,,Await Decision
7WG3LON,Diana Scott Martin,36,Middle Aged,Female,Employed,London,Designer,Internal,09-05-2025,Joined,22-05-2025,Immediately,04-06-2025,,No Action
DSKMSGP,William Brown,42,Aging,Female,Unemployed,Singapore,Engineer,Campus,08-05-2025,Accepted,28-05-2025,Immediately,,,Send reminder
MOK4LON,William Drew Thompson,30,Middle Aged,Male,Employed,London,Engineer,Internal,17-05-2025,Offered,28-05-2025,30 Days,,,Follow up
2YDGNYC,Michael Thomas Garcia,42,Aging,Male,Employed,New York,Manager,Internal,23-05-2025,Accepted,06-06-2025,30 Days,,,Send reminder
DC2YLON,Grace Thomas Martinez,26,Young,Male,Unemployed,London,Designer,Job Portal,12-05-2025,Offered,29-05-2025,Immediately,,,Follow up
KK9OHYD,Sarah Beth Thompson,22,Young,Female,Unemployed,Hyderabad,Engineer,Referral,05-05-2025,Offered,22-05-2025,30 Days,,,Follow up
RRZ1HYD,David Sue Moore,27,Young,Non-Binary,Employed,Hyderabad,Manager,Referral,07-05-2025,Offered,17-05-2025,Immediately,,,Follow up
VCUANYC,Sarah Ann Miller,42,Aging,Male,Unemployed,New York,Designer,Job Portal,22-05-2025,Interviewed,,,,,Await Decision
S2CNLON,Frank Rose White,29,Young,Female,Unemployed,London,Designer,Job Portal,25-04-2025,Offered,14-05-2025,Immediately,,,Follow up
I8QGSGP,Olivia Beth Moore,39,Middle Aged,Male,Unemployed,Singapore,Analyst,Internal,30-04-2025,Offered,12-05-2025,30 Days,,,Follow up
6J6YHYD,Olivia Elizabeth Thompson,25,Young,Non-Binary,Employed,Hyderabad,Manager,Job Portal,28-04-2025,Offered,15-05-2025,15 Days,,,Follow up
6FDXHYD,Eve Mae Miller,43,Aging,Female,Unemployed,Hyderabad,Analyst,Job Portal,26-04-2025,Offered,07-05-2025,15 Days,,,Follow up
JS0XHYD,Daniel Marie Harris,40,Middle Aged,Male,Unemployed,Hyderabad,Designer,Internal,30-04-2025,Accepted,13-05-2025,30 Days,,,Send reminder
BKFDSGP,Grace Ann Clark,24,Young,Male,Employed,Singapore,Analyst,Campus,29-04-2025,Offered,10-05-2025,30 Days,,,Follow up
DA20LON,Ava Ray Anderson,24,Young,Male,Student,London,Manager,Campus,21-05-2025,Offered,10-06-2025,Immediately,,,Follow up
QD9HNYC,Grace Elizabeth Taylor,41,Aging,Female,Unemployed,New York,Manager,Job Portal,02-05-2025,Accepted,21-05-2025,30 Days,,,Send reminder
KEGWHYD,Grace Thomas White,43,Aging,Male,Unemployed,Hyderabad,Designer,Campus,20-05-2025,Accepted,08-06-2025,Immediately,,,Send reminder
DULQHYD,Olivia Ann Wilson,23,Young,Non-Binary,Unemployed,Hyderabad,Engineer,Internal,25-04-2025,Interviewed,,,,,Await Decision
I7HULON,Sophia Scott Jones,30,Middle Aged,Female,Employed,London,Manager,Referral,29-04-2025,Accepted,10-05-2025,30 Days,,,Send reminder
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
